"work_year","job_title","company_size","employment_type","avg_salary_EN","avg_salary_MI","avg_salary_SE","avg_salary_EX"
2024,"Data Management Analyst","M","FT",86746.0555555556,90171.35,114330.842105263,NA
2024,"Data Management Associate","M","FT",NA,84000,NA,NA
2024,"Data Management Consultant","M","FT",NA,65859.5,120260.6,NA
2024,"Data Management Coordinator","M","FT",NA,NA,54000,NA
2024,"Data Management Lead","M","FT",NA,NA,125805.65,NA
2024,"Data Management Manager","M","FT",NA,112292.875,NA,NA
2024,"Data Management Specialist","M","FT",80809.8333333333,81999.9259259259,104891.615384615,NA
2024,"Data Management Specialist","M","CT",NA,90000,NA,NA
2024,"Data Manager","M","FT",75563.25,92938.3680555556,115911.192857143,162500
2024,"Data Manager","M","PT",NA,59390.25,NA,NA
2024,"Data Manager","L","FT",NA,NA,140904,NA
2024,"Data Modeler","M","CT",NA,105000,140000,NA
2024,"Data Modeler","M","FT",NA,115459.6,144526.051724138,NA
2024,"Data Operations Analyst","M","FT",81830.2,80250,125272.222222222,NA
2024,"Data Operations Associate","M","FT",61687.5,82532.5625,NA,NA
2024,"Data Operations Engineer","M","FT",76196.5,107777.416666667,149082.4,NA
2024,"Data Operations Lead","M","FT",NA,NA,115000,NA
2024,"Data Operations Manager","M","FT",122500,157346.875,182000,NA
2024,"Data Operations Specialist","M","FT",NA,89890,103236.666666667,140000
2024,"Data Operations Specialist","M","CT",NA,52500,NA,NA
2024,"Data Operations Specialist","M","PT",NA,54250,NA,NA
2024,"Data Pipeline Engineer","M","FT",NA,NA,172500,NA
2024,"Data Platform Engineer","M","FT",NA,NA,195000,121125
2024,"Data Product Analyst","M","FT",135170,NA,NA,NA
2024,"Data Product Manager","M","FT",NA,147413.097222222,172190.742857143,147500
2024,"Data Product Owner","M","FT",NA,128528.28125,127222.071428571,185500
2024,"Data Quality Analyst","L","FT",20700,NA,NA,NA
2024,"Data Quality Analyst","M","FT",85801.1428571429,85000,127739.181818182,NA
2024,"Data Quality Engineer","M","FT",NA,112480.428571429,124529.0625,NA
2024,"Data Quality Lead","M","FT",NA,NA,144828.333333333,NA
2024,"Data Quality Manager","M","FT",NA,88152.6,143350.75,NA
2024,"Data Quality Specialist","M","FT",79050,103638.5,135290.166666667,NA
2024,"Data Quality Specialist","M","PT",NA,60000,NA,NA
2024,"Data Reporter","M","FT",NA,NA,83750,NA
2024,"Data Reporting Analyst","M","FT",63622.8571428571,75262.5,82802.2142857143,NA
2024,"Data Scientist","L","FT",111501.333333333,151577.088607595,186417.795918367,157777.333333333
2024,"Data Scientist","M","CT",109885.5,114000,137974,NA
2024,"Data Scientist","M","FT",107472.915167095,142890.024056131,170647.874237805,200295.925
2024,"Data Scientist","M","PT",98774.2352941177,81571.5,NA,NA
2024,"Data Scientist","S","FT",NA,95000,NA,NA
2024,"Data Scientist Lead","L","FT",NA,NA,78031,NA
2024,"Data Scientist Manager","L","FT",NA,NA,105555,NA
2024,"Data Specialist","M","FT",64288.75,75202.0487804878,111818.515625,246450
2024,"Data Specialist","M","PT",81800,NA,NA,NA
2024,"Data Specialist","L","FT",NA,147000,NA,NA
2024,"Data Strategist","M","FT",NA,128265.678571429,156262.5,NA
2024,"Data Strategy Lead","M","FT",NA,NA,157683.333333333,NA
2024,"Data Strategy Manager","M","FT",NA,146000,NA,NA
2024,"Data Team Lead","M","FT",NA,NA,120313.636363636,NA
2024,"Data Visualization Analyst","M","FT",112257.166666667,107889.333333333,110989.8,116250
2024,"Data Visualization Analyst","L","FT",NA,47500,NA,NA
2024,"Data Visualization Developer","M","FT",NA,119104.166666667,NA,NA
2024,"Data Visualization Engineer","M","FT",150000,99110.875,150028.8,NA
2024,"Data Visualization Specialist","M","FT",135000,103865.65,115654.7,NA
2024,"Data and Reporting Analyst","M","FT",112000,NA,91930,NA
2024,"Data and Reporting Professional","M","FT",70300,70300,85000,NA
2024,"DataOps Engineer","M","FT",NA,NA,137049.333333333,NA
2024,"Databricks Engineer","M","FT",NA,NA,179783,NA
2024,"Decision Scientist","M","FT",NA,136362.619047619,151134.112903226,244650
2024,"DevOps Engineer","M","FT",90983.1666666667,136097.205128205,156872.058823529,NA
2024,"DevOps Engineer","L","FT",NA,NA,108750,NA
2024,"Developer","L","FT",119000,NA,NA,NA
2024,"Developer","M","FT",86414,117852.048780488,137111.458333333,NA
2024,"Developer","M","PT",43998,35000,NA,NA
2024,"Developer","M","CT",NA,160000,NA,NA
2024,"Director of Business Intelligence","M","FT",NA,NA,NA,187500
2024,"Director of Machine Learning","M","FT",NA,NA,281616.666666667,222266.666666667
2024,"ETL Developer","M","FT",NA,126626,118800,NA
2024,"ETL Engineer","L","FT",NA,NA,NA,150000
2024,"ETL Engineer","M","FT",NA,111225,NA,NA
2024,"Elasticsearch Administrator","M","FT",NA,NA,98700,NA
2024,"Encounter Data Management Professional","M","FT",68600,61771.4285714286,83000,NA
2024,"Engineer","L","FT",146034.210526316,149917.1875,163695.238095238,NA
2024,"Engineer","M","FT",101160.278846154,146994.250909091,184477.064339781,243693.752941176
2024,"Engineer","M","PT",44440,135000,NA,NA
2024,"Engineer","M","CT",NA,89500,126166.666666667,77928
2024,"Engineering Manager","M","FT",NA,267634.580645161,242557.206896552,NA
2024,"Enterprise Account Executive","M","FT",NA,NA,332000,203750
2024,"Frontend Engineer","M","FT",NA,205000,187075,NA
2024,"Full Stack Developer","M","FT",88406.75,133323.166666667,127508.625,NA
2024,"Full Stack Developer","L","FT",NA,124324.125,NA,NA
2024,"Full Stack Engineer","M","FT",111601,154958.333333333,181559.303030303,158000
2024,"Fullstack Engineer","M","FT",NA,138006,179536.818181818,NA
2024,"Head of AI","M","FT",NA,NA,NA,243725
2024,"Head of Data","M","FT",NA,NA,179267.5,233713.425
2024,"Head of Data","L","FT",NA,NA,73333,NA
2024,"Head of Machine Learning","M","FT",NA,NA,NA,334000
2024,"Infrastructure Engineer","M","FT",NA,NA,193675,NA
2024,"Insight Analyst","M","FT",72037.6111111111,77293.3333333333,189121,NA
2024,"Insight Analyst","L","FT",NA,NA,145700,NA
2024,"Lead AI Engineer","L","FT",NA,NA,91262,NA
2024,"Lead Analyst","M","FT",NA,NA,159723.8125,NA
2024,"Lead Data Analyst","L","FT",NA,39615,NA,NA
2024,"Lead Data Engineer","L","FT",NA,NA,96666,NA
2024,"Lead Data Scientist","L","FT",NA,NA,105555,NA
2024,"Lead Engineer","M","FT",NA,NA,182447.941176471,NA
2024,"Lead Machine Learning Engineer","L","FT",NA,NA,77777,NA
2024,"ML Infrastructure Engineer","M","FT",NA,191258.333333333,248320.833333333,NA
2024,"MLOps Engineer","M","FT",150000,155749.909090909,171741.379310345,NA
2024,"Machine Learning Architect","M","FT",NA,NA,207551.25,NA
2024,"Machine Learning Developer","M","FT",61962.5,103096.25,188532.142857143,NA
2024,"Machine Learning Engineer","L","FT",88888,165853.125,198800,NA
2024,"Machine Learning Engineer","M","FT",153548.557432432,180163.363277394,211010.443777637,228846.428571429
2024,"Machine Learning Engineer","S","FT",27000,NA,123092.5,NA
2024,"Machine Learning Engineer","M","CT",NA,120000,NA,NA
2024,"Machine Learning Engineer 5","M","FT",NA,NA,2e+05,NA
2024,"Machine Learning Infrastructure Engineer","M","FT",NA,185750,229560,NA
2024,"Machine Learning Lead","M","FT",NA,NA,147830.5,NA
2024,"Machine Learning Manager","M","FT",NA,210790,251116.666666667,NA
2024,"Machine Learning Model Engineer","M","FT",180000,255000,255000,NA
2024,"Machine Learning Modeler","M","FT",NA,NA,186825,NA
2024,"Machine Learning Performance Engineer","M","FT",NA,NA,262500,NA
2024,"Machine Learning Platform Engineer","M","FT",NA,209603.333333333,207230,NA
2024,"Machine Learning Quality Engineer","M","FT",NA,149833.333333333,175750,NA
2024,"Machine Learning Research Engineer","M","FT",80769,NA,NA,NA
2024,"Machine Learning Researcher","M","FT",131575,194898.1,139711.138297872,NA
2024,"Machine Learning Scientist","M","FT",155112.5,187893.878378378,169007.242424242,183400
2024,"Machine Learning Scientist","M","CT",NA,155000,NA,NA
2024,"Machine Learning Specialist","L","FT",NA,73076,160000,NA
2024,"Machine Learning Specialist","M","FT",NA,106000,157200,NA
2024,"Machine Learning Tech Lead","M","FT",NA,NA,183450,NA
2024,"Machine Vision Engineer","M","FT",NA,80000,NA,NA
2024,"Manager","L","FT",104004,154917.857142857,205090,NA
2024,"Manager","M","FT",94809.9375,151468.957746479,186128.898686679,162615.909090909
2024,"Manager","M","CT",NA,47500,165000,NA
2024,"Manager","M","PT",NA,24000,NA,NA
2024,"Manager Data Management","S","FL",NA,NA,36014,NA
2024,"Marketing Analyst","M","FT",NA,NA,1e+05,NA
2024,"Marketing Analytics Manager","M","FT",NA,102500,NA,NA
2024,"Master Data Management","M","FT",47941.5,NA,90700,233372.5
2024,"Master Data Specialist","M","FT",NA,83000,NA,NA
2024,"Member of Technical Staff","L","FT",NA,NA,226733.333333333,NA
2024,"Member of Technical Staff","M","FT",NA,NA,174223.333333333,NA
2024,"NLP Engineer","M","FT",NA,129150,NA,175000
2024,"People Data Analyst","M","FT",NA,NA,NA,45000
2024,"Platform Data Engineer","L","FT",NA,40000,NA,NA
2024,"Platform Engineer","M","FT",168000,145145.256756757,193301.163934426,184620
2024,"Postdoctoral Fellow","M","FT",NA,78176.4,NA,NA
2024,"Power BI Administrator","M","FT",NA,133425,NA,NA
2024,"Power BI Architect","M","FT",NA,NA,110000,NA
2024,"Power BI Consultant","M","FT",NA,NA,106000,NA
2024,"Power BI Developer","M","FT",57812.5,92570.0294117647,95635.125,116250
2024,"Pricing Analyst","M","FT",72827.0833333333,NA,91250,NA
2024,"Principal Application Delivery Consultant","M","FT",NA,NA,182500,NA
2024,"Principal Researcher","M","FT",NA,NA,230600,NA
2024,"Principal Software Architect","M","FT",NA,NA,215000,NA
2024,"Principal Statistical Programmer","M","FT",NA,178633.333333333,157370,NA
2024,"Product Analyst","M","FT",106706.361111111,108125,162301.617647059,NA
2024,"Product Designer","M","FT",128250,130000,170894.7,NA
2024,"Product Designer","S","FT",27777,NA,NA,NA
2024,"Product Manager","L","FT",185650,243000,209750,NA
2024,"Product Manager","M","FT",108601.25,183412.246073298,196317.078767123,203861.5
2024,"Product Owner","M","FT",NA,NA,203000,NA
2024,"Prompt Engineer","M","FT",NA,240395,202484.75,NA
2024,"Python Developer","M","FT",NA,108077.777777778,126078.5,NA
2024,"QA Engineer","M","FT",NA,143034.375,132156.25,NA
2024,"Quantitative Analyst","M","FT",139770.5,128150,111807.916666667,148685.714285714
2024,"Quantitative Analyst","L","FT",NA,1e+05,NA,NA
2024,"Quantitative Developer","M","FT",NA,250000,208500,NA
2024,"Quantitative Research Analyst","M","FT",51000,NA,NA,NA
2024,"Quantitative Researcher","M","FT",175000,170575.294117647,203587.833333333,175000
2024,"Research Analyst","M","FT",113977.205128205,108363.433333333,142819.802083333,178500
2024,"Research Analyst","M","PT",55000,NA,NA,NA
2024,"Research Assistant","M","FT",54437.625,62666.6875,104680,NA
2024,"Research Assistant","M","PT",42719,60000,NA,NA
2024,"Research Associate","L","FT",43750,NA,NA,NA
2024,"Research Associate","M","FT",60029.25,77921.7058823529,NA,NA
2024,"Research Associate","M","PT",NA,44625.5,NA,NA
2024,"Research Engineer","M","FT",148870.403846154,210494.555232558,215231.303092783,NA
2024,"Research Engineer","S","FT",NA,NA,170000,NA
2024,"Research Scientist","M","FT",197942.125,186628.49113924,212257.641402715,NA
2024,"Research Scientist","L","FT",NA,166990,197102.941176471,NA
2024,"Research Scientist","M","PT",NA,84000,NA,NA
2024,"Research Scientist","S","FT",NA,NA,88888.5,NA
2024,"Risk Analyst","M","FT",91300,NA,130493,NA
2024,"Robotics Engineer","M","FT",NA,141854.071428571,152627.558823529,NA
2024,"Robotics Software Engineer","M","FT",NA,175750,210333.333333333,210000
2024,"SAS Developer","M","FT",NA,NA,149409,NA
2024,"Scala Spark Developer","M","FT",NA,56133,NA,NA
2024,"Security Engineer","L","FT",NA,174400,195450,NA
2024,"Security Engineer","M","FT",NA,168741.666666667,188739.078947368,NA
2024,"Site Reliability Engineer","M","FT",144784,183289.928571429,199704.054794521,NA
2024,"Software Architect","L","FT",NA,NA,249000,NA
2024,"Software Architect","M","FT",NA,NA,213348.75,NA
2024,"Software Developer","M","FT",70662.4285714286,116737.26,145946.08,145625
2024,"Software Developer","M","PT",54450,NA,NA,NA
2024,"Software Developer","L","FT",NA,NA,212433.333333333,NA
2024,"Software Development Engineer","L","FT",133110,174670,187498.888888889,NA
2024,"Software Development Engineer","M","FT",125544.8,157221.096774194,192326.95,NA
2024,"Software Engineer","M","CT",66000,109000,NA,NA
2024,"Software Engineer","M","FT",126711.400611621,170124.786711603,201320.651007988,214048.137931034
2024,"Software Engineer","M","PT",63000,NA,131550,NA
2024,"Software Engineer","L","FT",NA,171706.571428571,194420,NA
2024,"Solution Architect","M","FT",89000,130000,176535.056818182,NA
2024,"Solution Architect","L","FT",NA,NA,188600,NA
2024,"Solution Engineer","M","FT",NA,NA,168750,NA
2024,"Solutions Architect","M","FT",59999.5,1e+05,194533.876373626,NA
2024,"Solutions Architect","L","FT",NA,130283.333333333,186343.75,NA
2024,"Solutions Architect","M","PT",NA,NA,68530,NA
2024,"Solutions Engineer","M","FT",50133,127816.482758621,180320.329787234,239133.333333333
2024,"Solutions Engineer","M","CT",NA,150000,NA,NA
2024,"Stage","M","FT",26371,NA,143350,NA
2024,"Statistical Programmer","M","FT",73750,122761.730769231,144956.666666667,NA
2024,"Statistician","M","FT",68848.6666666667,86228.6875,146775,109100
2024,"System Engineer","M","FT",NA,90000,156400,NA
2024,"Systems Engineer","M","FT",67862.6666666667,157283.433333333,183956.404761905,NA
2024,"Systems Engineer","L","FT",NA,113364,NA,NA
2024,"Tech Lead","M","FT",NA,NA,205000,NA
2024,"Technical Lead","M","FT",NA,NA,203002.954545455,NA
2024,"Technical Specialist","M","FT",NA,NA,170450,NA
2024,"Technical Writer","M","CT",50000,NA,NA,NA
2024,"Technical Writer","M","FT",NA,94133.3333333333,215767.5,NA
2024,"Technology Integrator","M","FT",NA,98650,98650,NA
2025,"AI Architect","M","FT",NA,NA,189625,NA
2025,"AI Engineer","L","FT",104004,NA,NA,NA
2025,"AI Engineer","M","FT",NA,146398.166666667,106842,NA
2025,"Analyst","M","FT",66250,104888,120714.666666667,NA
2025,"Analytics Engineer","M","FT",NA,NA,152390.75,NA
2025,"Applied Scientist","L","FT",NA,179700,205200,NA
2025,"Applied Scientist","M","FT",NA,NA,274150,NA
2025,"Architect","M","FT",NA,NA,175500,NA
2025,"Associate","M","FT",NA,103044,89500,NA
2025,"Business Intelligence Analyst","M","FT",NA,NA,127500,NA
2025,"Business Intelligence Developer","M","FT",NA,96740.5,NA,NA
2025,"Business Intelligence Engineer","M","FT",NA,149500,93650,NA
2025,"Business Intelligence Lead","M","FT",NA,NA,139650,NA
2025,"Consultant","M","FT",20084,NA,176500,NA
2025,"Data Analyst","M","FT",85369.1363636364,79750,115472,NA
2025,"Data Architect","M","FT",NA,NA,160136.7,NA
2025,"Data Engineer","M","FT",NA,143658.333333333,137125.916666667,179800
2025,"Data Engineer","L","FT",NA,NA,189800,NA
2025,"Data Governance","M","FT",NA,38526,NA,178317.5
2025,"Data Governance Analyst","M","FT",NA,NA,145000,NA
2025,"Data Infrastructure Engineer","M","FT",NA,NA,141052.25,NA
2025,"Data Management Specialist","M","FT",NA,85000,NA,NA
2025,"Data Manager","M","FT",NA,71164.75,NA,NA
2025,"Data Product Owner","M","FT",NA,NA,140000,NA
2025,"Data Quality Analyst","M","FT",95000,NA,112463.5,NA
2025,"Data Scientist","M","FT",78947,140200.5,155527.535714286,NA
2025,"Data Scientist","L","FT",NA,173304,NA,NA
2025,"Data Specialist","M","FT",54000,NA,NA,NA
2025,"Data Team Lead","M","FT",NA,NA,128100,NA
2025,"Data Visualization Engineer","M","FT",NA,NA,128450,NA
2025,"Decision Scientist","M","FT",NA,118965,NA,NA
2025,"DevOps Engineer","M","FT",NA,NA,159500,NA
2025,"Encounter Data Management Professional","M","FT",NA,76800,93100,NA
2025,"Engineer","L","FT",NA,174400,NA,NA
2025,"Engineer","M","FT",NA,145655.3,166816.888888889,NA
2025,"Engineering Manager","M","FT",NA,NA,287000,NA
2025,"Lead Analyst","M","FT",NA,NA,106400,NA
2025,"MLOps Engineer","M","FT",NA,NA,180500,NA
2025,"Machine Learning Engineer","M","FT",129780,NA,171244,NA
2025,"Machine Learning Engineer","L","FT",NA,176450,NA,NA
2025,"Manager","M","FT",NA,158081.142857143,192148.5625,NA
2025,"Platform Engineer","M","FT",NA,189850,NA,NA
2025,"Product Manager","M","FT",NA,93620,213000,NA
2025,"Product Owner","M","FT",NA,NA,140000,NA
2025,"Quantitative Developer","M","FT",NA,NA,220000,NA
2025,"Research Analyst","M","FT",1e+05,NA,NA,NA
2025,"Research Engineer","M","FT",NA,NA,144575,NA
2025,"Research Scientist","M","FT",NA,NA,190500,NA
2025,"Sales Development Representative","M","FT",60000,NA,NA,NA
2025,"Software Developer","M","FT",NA,128550,NA,NA
2025,"Software Development Engineer","M","FT",NA,124800,156832,NA
2025,"Software Engineer","M","FT",128250,193910,175698.52173913,NA
2025,"Solution Architect","M","FT",NA,NA,215850,NA
2025,"Solutions Architect","M","FT",NA,NA,193536,NA
2025,"System Engineer","M","FT",NA,NA,118100,NA
2025,"Technical Lead","M","FT",NA,NA,171366.666666667,NA
